scroll,z,variant,x,y,width,height,inside,capped
PHerc1447,15254,no-division,3489.78,3216.84,8343.0,8343.0,1,0
PHerc1447,16141,as-is,3502.29,3762.45,8343.0,8343.0,1,0
PHerc1447,16141,no-division,3499.29,3759.45,8343.0,8343.0,1,0
PHerc1447,17029,as-is,-2080.78,-10445.12,8343.0,8343.0,0,0
PHerc1447,17029,no-division,3782.22,4050.88,8343.0,8343.0,1,0
PHerc1447,17916,as-is,3737.92,-3579.27,8343.0,8343.0,0,0
PHerc1447,17916,no-division,3289.92,4883.73,8343.0,8343.0,1,0
PHerc1447,18803,as-is,2962.84,-8722.02,8343.0,8343.0,0,0
PHerc1447,18803,no-division,3896.84,5152.98,8343.0,8343.0,1,0
PHerc1447,19691,as-is,3186.64,-14725.28,8343.0,8343.0,0,0
PHerc1447,19691,no-division,3676.64,5429.72,8343.0,8343.0,1,0
PHerc1447,20578,as-is,5663.64,-761.51,8343.0,8343.0,0,0
PHerc1447,20578,no-division,3145.64,5259.49,8343.0,8343.0,1,0
PHerc1447,21465,as-is,5438.32,-2995.43,8343.0,8343.0,0,0
PHerc1447,21465,no-division,3832.32,4211.57,8343.0,8343.0,1,0
PHerc1447,22353,as-is,4919.17,-8.9,8343.0,8343.0,0,0
PHerc1447,22353,no-division,4153.17,3639.1,8343.0,8343.0,1,0
PHerc1545,1676,as-is,2769.62,6951.2,7506.0,7506.0,1,0
PHerc1545,1676,no-division,2010.62,3369.2,7506.0,7506.0,1,0
PHerc1545,2442,as-is,3761.53,3624.06,7506.0,7506.0,1,0
PHerc1545,2442,no-division,3782.53,3696.06,7506.0,7506.0,1,0
PHerc1545,3207,as-is,728.91,9325.06,7506.0,7506.0,0,0
PHerc1545,3207,no-division,3851.91,3439.06,7506.0,7506.0,1,0
PHerc1545,3973,as-is,4166.85,3396.36,7506.0,7506.0,1,0
PHerc1545,3973,no-division,4219.85,3386.36,7506.0,7506.0,1,0
PHerc1545,4739,as-is,4216.35,3121.35,7506.0,7506.0,1,0
PHerc1545,4739,no-division,4365.35,3090.35,7506.0,7506.0,1,0
PHerc1545,5504,as-is,4396.82,3312.76,7506.0,7506.0,1,0
PHerc1545,5504,no-division,4366.82,3121.76,7506.0,7506.0,1,0
PHerc1545,6270,as-is,1727.49,5394.33,7506.0,7506.0,1,0
PHerc1545,6270,no-division,3135.49,2421.33,7506.0,7506.0,1,0
PHerc1545,7035,as-is,2898.11,2816.49,7506.0,7506.0,1,0
PHerc1545,7035,no-division,2895.11,2807.49,7506.0,7506.0,1,0
PHerc1545,7801,as-is,134567.1,-298737.51,7506.0,7506.0,0,1
PHerc1545,7801,no-division,2897.1,3241.49,7506.0,7506.0,1,0
PHerc1545,8566,as-is,837.42,9761.89,7506.0,7506.0,0,0
PHerc1545,8566,no-division,3033.42,3160.89,7506.0,7506.0,1,0
PHerc1545,9332,as-is,681.07,10255.45,7506.0,7506.0,0,0
PHerc1545,9332,no-division,3166.07,3108.45,7506.0,7506.0,1,0
PHerc1545,10097,as-is,4211.51,-2423.44,7506.0,7506.0,0,0
PHerc1545,10097,no-division,3370.51,3225.56,7506.0,7506.0,1,0
PHerc1545,10863,as-is,-4845.81,27680.31,7506.0,7506.0,0,0
PHerc1545,10863,no-division,3248.19,3237.31,7506.0,7506.0,1,0
PHerc1545,11628,as-is,7589.98,-11682.03,7506.0,7506.0,0,0
PHerc1545,11628,no-division,3477.98,3406.97,7506.0,7506.0,1,0
PHerc1545,12394,as-is,14584.23,-28608.77,7506.0,7506.0,0,0
PHerc1545,12394,no-division,3952.23,3741.23,7506.0,7506.0,1,0
PHerc1545,13159,as-is,4807.33,-384.99,7506.0,7506.0,0,0
PHerc1545,13159,no-division,3650.33,3964.01,7506.0,7506.0,1,0
PHerc1545,13925,as-is,5208.07,-1577.61,7506.0,7506.0,0,0
PHerc1545,13925,no-division,3778.07,4155.39,7506.0,7506.0,1,0
PHerc1545,14690,as-is,4467.23,507.15,7506.0,7506.0,1,0
PHerc1545,14690,no-division,3685.23,4250.15,7506.0,7506.0,1,0
PHerc1545,15456,as-is,4469.19,702.67,7506.0,7506.0,1,0
PHerc1545,15456,no-division,3860.19,4650.67,7506.0,7506.0,1,0
PHerc1545,16221,as-is,4815.66,672.99,7506.0,7506.0,1,0
PHerc1545,16221,no-division,4205.66,4912.99,7506.0,7506.0,1,0
PHerc1545,16987,as-is,213832.64,-828644.92,7506.0,7506.0,0,1
PHerc1545,16987,no-division,4132.64,4932.08,7506.0,7506.0,1,0
PHerc1545,17753,as-is,9295.38,-42327.7,7506.0,7506.0,0,0
PHerc1545,17753,no-division,3989.38,5005.3,7506.0,7506.0,1,0
PHerc1545,18518,as-is,177164.45,-1425740.87,7506.0,7506.0,0,1
PHerc1545,18518,no-division,3507.45,5295.13,7506.0,7506.0,1,0
PHerc1545,19284,as-is,229665.85,-1280473.86,7506.0,7506.0,0,1
PHerc1545,19284,no-division,4101.85,5091.14,7506.0,7506.0,1,0
